t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1645692000,153,1559,21.254902,1,146.534778,3.000000,3.000000,30.600000,85.840000,1224.200000,1559.000000
1645799460,18,1813,175.666667,3,471.045146,9.000000,38.750000,1813.000000,1813.000000,1813.000000,1813.000000
1645799490,24,1813,132.708333,3,412.041522,5.500000,30.250000,1612.000000,1813.000000,1813.000000,1813.000000
1645799520,30,1813,106.933333,3,370.676449,4.500000,22.750000,1370.800000,1813.000000,1813.000000,1813.000000
1645799550,42,1813,79.166667,3,315.089218,4.000000,9.000000,877.000000,1813.000000,1813.000000,1813.000000
1645799580,54,1813,62.629630,3,278.889530,4.000000,6.750000,349.000000,1732.600000,1813.000000,1813.000000
1645799610,60,1813,56.683333,2,264.940127,4.000000,6.000000,126.400000,1636.120000,1813.000000,1813.000000
1645799640,63,1813,54.126984,2,258.707675,4.000000,6.000000,118.600000,1587.880000,1813.000000,1813.000000
1645799670,69,1813,49.710145,2,247.450952,4.000000,5.500000,103.000000,1491.400000,1813.000000,1813.000000
1645799700,72,1813,47.763889,2,242.349096,3.500000,5.000000,95.200000,1443.160000,1813.000000,1813.000000
1645799730,78,1813,44.346154,2,233.020362,3.000000,5.000000,79.600000,1346.680000,1813.000000,1813.000000
1645799760,81,1813,42.802469,2,228.746717,3.000000,5.000000,73.700000,1298.440000,1813.000000,1813.000000
1645799790,87,1813,40.091954,2,220.850451,3.000000,5.000000,63.800000,1201.960000,1813.000000,1813.000000
1645799820,90,1813,38.833333,2,217.203330,3.000000,5.000000,58.850000,1153.720000,1813.000000,1813.000000
1645799850,96,1813,36.583333,2,210.414912,3.000000,4.750000,48.950000,1057.240000,1813.000000,1813.000000
1645799880,99,1813,35.545455,2,207.253284,3.000000,4.000000,44.000000,1009.000000,1813.000000,1813.000000
1645799910,105,1813,33.676190,2,201.330741,3.000000,4.000000,41.900000,903.400000,1764.760000,1813.000000
1645799940,108,1813,32.805556,2,198.555741,3.000000,4.000000,40.850000,850.600000,1740.640000,1813.000000
1645799970,114,1813,31.210526,2,193.332007,3.000000,4.000000,38.750000,745.000000,1692.400000,1813.000000
1645800000,117,1813,30.470085,2,190.870717,3.000000,4.000000,37.700000,692.200000,1668.280000,1813.000000
1645800030,123,1813,29.105691,2,186.216330,3.000000,4.000000,35.800000,586.600000,1620.040000,1813.000000
1645800060,126,1813,28.468254,2,184.013812,3.000000,4.000000,34.900000,533.800000,1595.920000,1813.000000
1645800090,132,1813,27.280303,2,179.833439,3.000000,4.000000,33.100000,428.200000,1547.680000,1813.000000
1645800120,135,1813,26.725926,2,177.847303,3.000000,4.000000,32.200000,375.400000,1523.560000,1813.000000
1645800150,141,1813,25.687943,2,174.064731,3.000000,4.000000,30.700000,269.800000,1475.320000,1813.000000
1645800180,144,1813,25.208333,2,172.260815,3.000000,4.000000,30.250000,217.000000,1451.200000,1813.000000
1645800210,150,1813,24.293333,2,168.816788,3.000000,4.000000,29.350000,127.960000,1402.960000,1813.000000
1645800240,153,1813,23.862745,2,167.170456,3.000000,4.000000,28.900000,124.840000,1378.840000,1813.000000
1645800270,159,1813,23.056604,2,164.016487,3.000000,4.000000,28.000000,118.600000,1330.600000,1813.000000
1645800300,162,1813,22.672840,2,162.505378,3.000000,4.000000,26.950000,115.480000,1306.480000,1813.000000
1645800330,168,1813,21.946429,2,159.604348,3.000000,4.000000,24.850000,109.240000,1258.240000,1813.000000
1645800360,171,1813,21.602339,2,158.210897,3.000000,4.000000,23.800000,106.120000,1234.120000,1813.000000
1645800390,177,1813,20.949153,2,155.530079,3.000000,3.500000,21.700000,99.880000,1185.880000,1813.000000
1645800420,180,1813,20.638889,2,154.239774,3.000000,3.000000,20.550000,96.760000,1161.760000,1813.000000
1645800450,186,1813,20.048387,2,151.752654,3.000000,3.000000,17.850000,90.520000,1113.520000,1813.000000
1645800480,189,1813,19.767196,2,150.553372,3.000000,3.000000,16.500000,87.400000,1089.400000,1813.000000
1645800510,195,1813,19.230769,2,148.237699,3.000000,3.000000,13.800000,81.160000,1041.160000,1813.000000
1645800540,198,1813,18.974747,2,147.119222,3.000000,3.000000,12.450000,78.040000,1017.040000,1813.000000
1645800570,204,1813,18.485294,1,144.956235,3.000000,3.000000,11.250000,73.700000,965.000000,1813.000000
1645800600,207,1813,18.246377,1,143.910410,3.000000,3.000000,10.800000,71.720000,938.600000,1813.000000
1645800630,213,1813,17.784038,1,141.885452,3.000000,3.000000,9.900000,67.760000,885.800000,1813.000000
1645800661,216,1813,17.560185,1,140.904771,3.000000,3.000000,9.450000,65.780000,859.400000,1813.000000
1645800691,222,1813,17.135135,1,139.002392,3.000000,3.000000,9.000000,61.820000,806.600000,1813.000000
1645800721,225,1813,16.928889,1,138.079895,3.000000,3.000000,9.000000,59.840000,780.200000,1813.000000
1645800751,231,1813,16.536797,1,136.288209,3.000000,3.000000,9.000000,55.880000,727.400000,1813.000000
1645800781,234,1813,16.346154,1,135.418362,3.000000,3.000000,9.000000,53.900000,701.000000,1813.000000
1645800811,240,1813,15.983333,1,133.727036,3.000000,3.000000,9.000000,49.940000,648.200000,1813.000000
1645800841,243,1813,15.806584,1,132.905017,3.000000,3.000000,9.000000,47.960000,621.800000,1813.000000
1645800871,249,1813,15.465863,1,131.305449,3.000000,3.000000,9.000000,44.000000,569.000000,1813.000000
1645800901,252,1813,15.305556,1,130.526599,3.000000,3.000000,9.000000,43.580000,542.600000,1813.000000
1645800931,258,1813,14.988372,1,129.010405,2.000000,3.000000,9.000000,42.740000,489.800000,1813.000000
1645801355,261,1813,14.846743,1,128.270745,2.000000,3.000000,8.700000,42.320000,463.400000,1813.000000
1645801385,267,1813,14.554307,1,126.830565,2.000000,3.000000,7.800000,41.480000,410.600000,1813.000000
1645801415,270,1813,14.414815,1,126.128240,2.000000,3.000000,7.350000,41.060000,384.200000,1813.000000
1645801445,276,1813,14.141304,1,124.758261,2.000000,3.000000,6.450000,40.220000,331.400000,1813.000000
1645801475,279,1813,14.007168,1,124.089982,2.000000,3.000000,6.000000,39.800000,305.000000,1813.000000
1645801505,285,1813,13.747368,1,122.785021,2.000000,3.000000,6.000000,38.960000,252.200000,1813.000000
1645801535,288,1813,13.625000,1,122.147473,2.000000,3.000000,6.000000,38.540000,225.800000,1813.000000
1645801565,294,1813,13.380952,1,120.902230,2.000000,3.000000,6.000000,37.700000,173.000000,1813.000000
1645801595,297,1813,13.262626,1,120.293722,2.000000,3.000000,6.000000,37.280000,146.600000,1813.000000
1645801625,303,1813,13.033003,1,119.103768,2.000000,3.000000,6.000000,36.520000,126.920000,1813.000000
1645801655,306,1813,12.921569,1,118.521882,2.000000,3.000000,6.000000,36.160000,125.360000,1813.000000
1645801685,312,1813,12.705128,1,117.383244,2.000000,3.000000,6.000000,35.440000,122.240000,1813.000000
1645801715,315,1813,12.600000,1,116.826094,2.000000,3.000000,6.000000,35.080000,120.680000,1813.000000
1645801745,321,1813,12.395639,1,115.735187,2.000000,3.000000,6.000000,34.360000,117.560000,1813.000000
1645801775,324,1813,12.296296,1,115.201070,2.000000,3.000000,6.000000,34.000000,116.000000,1813.000000
1645801805,330,1813,12.100000,1,114.154933,2.000000,3.000000,6.000000,33.280000,112.880000,1813.000000
1645801835,336,1813,11.907738,1,113.137060,2.000000,3.000000,6.000000,32.560000,109.760000,1813.000000
1645801865,348,1813,11.548851,1,111.179894,2.000000,3.000000,6.000000,31.120000,103.520000,1813.000000
1645801895,351,1813,11.467236,1,110.705883,2.000000,3.000000,6.000000,30.880000,101.960000,1813.000000
1645801925,357,1813,11.299720,1,109.776521,2.000000,3.000000,6.000000,30.520000,98.840000,1813.000000
1645801955,360,1813,11.222222,1,109.320161,2.000000,3.000000,5.950000,30.340000,97.280000,1813.000000
1645801985,369,1813,10.983740,1,107.985681,2.000000,3.000000,5.500000,29.800000,92.600000,1813.000000
1645802015,384,1813,10.617188,1,105.865681,2.000000,3.000000,5.000000,28.900000,84.800000,1813.000000
1645802045,390,1813,10.474359,1,105.052310,2.000000,3.000000,5.000000,28.540000,81.680000,1813.000000
1645802075,393,1813,10.407125,1,104.652399,2.000000,3.000000,5.000000,28.360000,80.120000,1813.000000
1645802105,399,1813,10.273183,1,103.866256,2.000000,3.000000,5.000000,28.000000,77.000000,1813.000000
1645802135,405,1813,10.143210,1,103.097566,2.000000,3.000000,5.000000,27.160000,75.020000,1813.000000
1645802165,411,1813,10.017032,1,102.345694,2.000000,3.000000,5.000000,26.320000,73.040000,1813.000000
1645802195,414,1813,9.954106,1,101.975976,2.000000,3.000000,5.000000,25.900000,72.050000,1813.000000
1645802225,420,1813,9.833333,1,101.248204,2.000000,3.000000,5.000000,25.060000,70.070000,1813.000000
1645802255,423,1813,9.777778,1,100.889822,2.000000,3.000000,5.000000,24.640000,69.080000,1813.000000
1645802286,429,1813,9.662005,1,100.184899,2.000000,3.000000,5.000000,23.800000,67.100000,1813.000000
1645802316,432,1813,9.604167,1,99.838028,2.000000,3.000000,5.000000,23.380000,66.110000,1813.000000
1645802346,438,1813,9.493151,1,99.154774,2.000000,3.000000,5.000000,22.540000,64.130000,1813.000000
1645802376,441,1813,9.437642,1,98.818458,2.000000,3.000000,5.000000,22.120000,63.140000,1813.000000
1645802406,447,1813,9.328859,1,98.155965,2.000000,3.000000,5.000000,21.280000,61.160000,1813.000000
1645802436,450,1813,9.275556,1,97.829676,2.000000,3.000000,5.000000,20.820000,60.170000,1813.000000
1645802466,456,1813,9.171053,1,97.186743,2.000000,3.000000,5.000000,19.740000,58.190000,1813.000000
1645802496,459,1813,9.119826,1,96.869994,2.000000,3.000000,5.000000,19.200000,57.200000,1813.000000
1645802526,465,1813,9.019355,1,96.245676,2.000000,3.000000,5.000000,18.120000,55.220000,1813.000000
1645802556,468,1813,8.970085,1,95.938011,2.000000,3.000000,5.000000,17.580000,54.230000,1813.000000
1645802586,474,1813,8.873418,1,95.331428,2.000000,3.000000,5.000000,16.500000,52.250000,1813.000000
1645802616,477,1813,8.823899,1,95.032582,2.000000,3.000000,5.000000,15.960000,51.260000,1813.000000
1645802646,483,1813,8.728778,1,94.443066,2.000000,3.000000,4.800000,14.880000,49.280000,1813.000000
1645802676,486,1813,8.681070,1,94.152471,2.000000,3.000000,4.650000,14.340000,48.290000,1813.000000
1645802706,492,1813,8.591463,1,93.578930,2.000000,3.000000,4.350000,13.260000,46.310000,1813.000000
1645802736,495,1813,8.547475,1,93.296062,2.000000,3.000000,4.200000,12.720000,45.320000,1813.000000
1645802766,501,1813,8.461078,1,92.737937,2.000000,3.000000,4.000000,11.880000,43.860000,1813.000000
1645802796,504,1813,8.418651,1,92.462605,2.000000,3.000000,4.000000,11.700000,43.650000,1813.000000
1645802826,510,1813,8.333333,1,91.919365,2.000000,3.000000,4.000000,11.340000,43.230000,1813.000000
1645802856,513,1813,8.292398,1,91.651238,2.000000,3.000000,4.000000,11.160000,43.020000,1813.000000
1645802886,519,1813,8.211946,1,91.121950,2.000000,3.000000,4.000000,10.800000,42.600000,1813.000000
1645802916,522,1813,8.174330,1,90.860581,2.000000,3.000000,4.000000,10.620000,42.390000,1813.000000
1645802946,528,1813,8.094697,1,90.344935,2.000000,2.000000,4.000000,10.260000,41.970000,1813.000000
1645802976,531,1813,8.056497,1,90.090314,2.000000,2.000000,4.000000,10.080000,41.760000,1813.000000
1645803006,537,1813,7.977654,1,89.587735,2.000000,2.000000,4.000000,9.720000,41.340000,1813.000000
1645803036,540,1813,7.940741,1,89.339445,2.000000,2.000000,4.000000,9.540000,41.130000,1813.000000
1645803066,546,1813,7.866300,1,88.849127,2.000000,2.000000,4.000000,9.180000,40.710000,1813.000000
1645803096,549,1813,7.828780,1,88.607042,2.000000,2.000000,4.000000,9.000000,40.500000,1813.000000
1645803126,555,1813,7.756757,1,88.128620,2.000000,2.000000,4.000000,9.000000,40.080000,1813.000000
1645803156,558,1813,7.722222,1,87.892234,2.000000,2.000000,4.000000,9.000000,39.870000,1813.000000
1645803186,564,1813,7.654255,1,87.425112,2.000000,2.000000,4.000000,9.000000,39.450000,1813.000000
1645803216,567,1813,7.620811,1,87.194327,2.000000,2.000000,4.000000,9.000000,39.240000,1813.000000
1645803246,573,1813,7.551483,1,86.738431,2.000000,2.000000,4.000000,9.000000,38.820000,1813.000000
1645803276,576,1813,7.519097,1,86.513028,2.000000,2.000000,4.000000,9.000000,38.610000,1813.000000
1645803306,582,1813,7.453608,1,86.067562,2.000000,2.000000,4.000000,9.000000,38.190000,1813.000000
1645803336,585,1813,7.422222,1,85.847335,2.000000,2.000000,4.000000,9.000000,37.980000,1813.000000
1645803366,591,1813,7.358714,1,85.412022,2.000000,2.000000,4.000000,9.000000,37.560000,1813.000000
1645803396,594,1813,7.328283,1,85.196776,2.000000,2.000000,4.000000,9.000000,37.350000,1813.000000
1645803426,600,1813,7.265000,1,84.771350,2.000000,2.000000,4.000000,9.000000,36.940000,1813.000000
1645803456,603,1813,7.233831,1,84.561012,2.000000,2.000000,4.000000,9.000000,36.760000,1813.000000
1645803486,609,1813,7.172414,1,84.144993,2.000000,2.000000,4.000000,9.000000,36.400000,1813.000000
1645803516,612,1813,7.142157,1,83.939272,2.000000,2.000000,4.000000,9.000000,36.220000,1813.000000
1645803546,618,1813,7.085761,1,83.532100,2.000000,2.000000,4.000000,9.000000,35.860000,1813.000000
1645803576,621,1813,7.056361,1,83.330831,2.000000,2.000000,4.000000,9.000000,35.680000,1813.000000
1645803606,627,1813,6.998405,1,82.932620,2.000000,2.000000,4.000000,9.000000,35.320000,1813.000000
1645803636,630,1813,6.971429,1,82.735538,2.000000,2.000000,4.000000,9.000000,35.140000,1813.000000
1645803666,636,1813,6.915094,1,82.345761,2.000000,2.000000,4.000000,9.000000,34.780000,1813.000000
1645803696,639,1813,6.887324,1,82.152926,2.000000,2.000000,4.000000,9.000000,34.600000,1813.000000
1645803726,645,1813,6.832558,1,81.771287,2.000000,2.000000,4.000000,9.000000,34.240000,1813.000000
1645803756,648,1813,6.805556,1,81.582451,2.000000,2.000000,4.000000,9.000000,34.060000,1813.000000
1645803786,654,1813,6.752294,1,81.208671,2.000000,2.000000,4.000000,8.700000,33.700000,1813.000000
1645803816,657,1813,6.726027,1,81.023697,2.000000,2.000000,4.000000,8.520000,33.520000,1813.000000
1645803846,663,1813,6.674208,1,80.657510,2.000000,2.000000,4.000000,8.160000,33.160000,1813.000000
1645803876,666,1813,6.650150,1,80.476172,2.000000,2.000000,4.000000,7.980000,32.980000,1813.000000
1645803906,672,1813,6.599702,1,80.117326,2.000000,2.000000,4.000000,7.620000,32.620000,1813.000000
1645803936,675,1813,6.574815,1,79.939693,2.000000,2.000000,4.000000,7.440000,32.440000,1813.000000
1645803966,681,1813,6.527166,1,79.587851,2.000000,2.000000,4.000000,7.080000,32.080000,1813.000000
1645803996,684,1813,6.502924,1,79.413710,2.000000,2.000000,4.000000,6.900000,31.900000,1813.000000
1645804026,690,1813,6.455072,1,79.068829,2.000000,2.000000,4.000000,6.540000,31.540000,1813.000000
1645804056,693,1813,6.431457,1,78.898065,2.000000,2.000000,4.000000,6.360000,31.360000,1813.000000
1645804086,699,1813,6.384835,1,78.559830,2.000000,2.000000,4.000000,6.000000,31.000000,1813.000000
1645804116,702,1813,6.361823,1,78.392335,2.000000,2.000000,4.000000,6.000000,30.910000,1813.000000
1645804146,708,1813,6.316384,1,78.060535,2.000000,2.000000,4.000000,6.000000,30.730000,1813.000000
1645804176,711,1813,6.293952,1,77.896207,2.000000,2.000000,4.000000,6.000000,30.640000,1813.000000
1645804206,717,1813,6.249651,1,77.570641,2.000000,2.000000,4.000000,6.000000,30.460000,1813.000000
1645804236,720,1813,6.227778,1,77.409381,2.000000,2.000000,4.000000,6.000000,30.370000,1813.000000
1645804266,726,1813,6.184573,1,77.089856,2.000000,2.000000,4.000000,6.000000,30.190000,1813.000000
1645804296,729,1813,6.163237,1,76.931570,2.000000,2.000000,4.000000,6.000000,30.100000,1813.000000
1645804326,735,1813,6.121088,1,76.617901,2.000000,2.000000,4.000000,6.000000,29.920000,1813.000000
1645804356,738,1813,6.100271,1,76.462499,2.000000,2.000000,4.000000,6.000000,29.830000,1813.000000
1645804386,744,1813,6.059140,1,76.154509,2.000000,2.000000,4.000000,6.000000,29.650000,1813.000000
1645804918,753,1813,6.018592,1,75.698606,2.000000,2.000000,4.000000,6.000000,29.380000,1813.000000
1645905630,30,1900,219.466667,2,529.502547,7.500000,57.500000,1857.650000,1900.000000,1900.000000,1900.000000
1645905660,54,1900,126.666667,2,405.619675,6.500000,13.500000,1561.250000,1892.300000,1900.000000,1900.000000
1645905690,60,1900,114.300000,2,386.258379,6.000000,9.000000,1424.600000,1883.060000,1900.000000,1900.000000
1645905720,72,1900,95.708333,2,354.587220,4.500000,8.750000,831.800000,1864.580000,1900.000000,1900.000000
1645905750,78,1900,88.564103,2,341.401945,4.000000,8.000000,535.400000,1855.340000,1900.000000,1900.000000
1645905780,90,1900,77.133333,2,318.902690,4.000000,7.000000,468.950000,1836.860000,1900.000000,1900.000000
1645905810,96,1900,72.500000,2,309.194641,4.000000,7.000000,459.650000,1827.620000,1900.000000,1900.000000
1645905840,108,1900,64.712963,2,292.180365,3.500000,6.750000,303.800000,1760.180000,1893.070000,1900.000000
1645905870,114,1900,61.456140,2,284.656170,3.000000,6.000000,203.000000,1718.300000,1888.450000,1900.000000
1645905900,126,1900,55.873016,2,271.198967,3.000000,6.000000,103.250000,1634.540000,1879.210000,1900.000000
1645905930,132,1900,53.462121,2,265.147616,3.000000,5.000000,89.750000,1592.660000,1874.590000,1900.000000
1645905960,144,1900,49.222222,2,254.170925,3.000000,5.000000,74.000000,1508.900000,1865.350000,1900.000000
1645905990,150,1900,47.353333,1,249.170305,3.000000,4.250000,74.000000,1454.240000,1860.730000,1900.000000
1645906020,162,1900,44.018519,1,239.996285,3.000000,4.000000,72.350000,1217.120000,1851.490000,1900.000000
1645906050,168,1900,42.535714,1,235.772266,3.000000,4.000000,69.050000,1098.560000,1846.870000,1900.000000
1645906080,180,1900,39.855556,1,227.954154,3.000000,4.000000,62.450000,861.440000,1837.630000,1900.000000
1645906110,186,1900,38.645161,1,224.325663,3.000000,4.000000,59.150000,742.880000,1833.010000,1900.000000
1645906140,198,1900,36.449495,1,217.558779,3.000000,4.000000,52.550000,505.760000,1823.770000,1900.000000
1645906170,204,1900,35.446078,1,214.397407,3.000000,4.000000,51.500000,482.900000,1805.550000,1900.000000
1645906200,216,1900,33.597222,1,208.468434,3.000000,4.000000,50.300000,475.460000,1763.670000,1900.000000
1645906230,222,1900,32.743243,1,205.683216,3.000000,4.000000,47.000000,471.740000,1742.730000,1900.000000
1645906260,234,1900,31.162393,1,200.432535,3.000000,4.000000,35.000000,464.300000,1700.850000,1900.000000
1645906290,240,1900,30.429167,1,197.953872,3.000000,4.000000,29.700000,460.580000,1679.910000,1900.000000
1645906320,252,1900,29.079365,1,193.258661,2.000000,4.000000,26.100000,434.840000,1638.030000,1900.000000
1645906350,258,1900,28.453488,1,191.032643,2.000000,4.000000,24.300000,394.520000,1617.090000,1900.000000
1645906380,270,1900,27.270370,1,186.803967,2.000000,3.000000,16.300000,313.880000,1575.210000,1900.000000
1645906410,276,1900,26.717391,1,184.792247,2.000000,3.000000,12.100000,273.560000,1554.270000,1900.000000
1645906440,288,1900,25.687500,1,180.955419,2.000000,3.000000,9.550000,192.920000,1512.390000,1900.000000
1645906470,294,1900,25.207483,1,179.124038,2.000000,3.000000,9.250000,152.600000,1491.450000,1900.000000
1645906500,306,1900,24.284314,1,175.624602,2.000000,3.000000,9.000000,112.700000,1404.840000,1900.000000
1645906530,312,1900,23.849359,1,173.950079,2.000000,3.000000,9.000000,107.300000,1345.560000,1900.000000
1645906560,324,1900,23.033951,1,170.739084,2.000000,3.000000,9.000000,96.500000,1227.000000,1900.000000
1645906590,330,1900,22.651515,1,169.198440,2.000000,3.000000,9.000000,91.100000,1167.720000,1900.000000
1645906620,342,1900,21.915205,1,166.239683,2.000000,3.000000,9.000000,80.300000,1049.160000,1900.000000
1645906651,348,1900,21.566092,1,164.817334,2.000000,3.000000,9.000000,74.900000,989.880000,1900.000000
1645906681,360,1900,20.900000,0,162.079165,2.000000,3.000000,8.950000,74.000000,871.320000,1900.000000
1645906711,366,1900,20.587432,0,160.759777,2.000000,3.000000,8.650000,74.000000,812.040000,1900.000000
1645906741,378,1900,19.992063,0,158.214851,2.000000,3.000000,8.050000,74.000000,693.480000,1900.000000
1645906771,384,1900,19.708333,0,156.986881,2.000000,3.000000,8.000000,74.000000,634.200000,1900.000000
1645906801,396,1900,19.161616,0,154.614929,2.000000,3.000000,8.000000,74.000000,515.640000,1900.000000
1645906831,402,1900,18.895522,0,153.469124,2.000000,3.000000,8.000000,73.340000,485.070000,1900.000000
1645906861,414,1900,18.391304,0,151.251363,2.000000,3.000000,8.000000,70.700000,481.350000,1900.000000
1645906891,420,1900,18.150000,0,150.177934,2.000000,3.000000,7.950000,69.380000,479.490000,1900.000000
1645906921,432,1900,17.685185,0,148.098146,2.000000,3.000000,7.350000,66.740000,475.770000,1900.000000
1645906951,438,1900,17.461187,0,147.090259,2.000000,3.000000,7.050000,65.420000,473.910000,1900.000000
1645906981,450,1900,17.031111,0,145.134739,2.000000,3.000000,7.000000,62.780000,470.190000,1900.000000
1645907011,456,1900,16.822368,0,144.185996,2.000000,3.000000,7.000000,61.460000,468.330000,1900.000000
1645907041,468,1900,16.425214,0,142.342564,2.000000,3.000000,7.000000,58.820000,464.610000,1900.000000
1645907071,474,1900,16.232068,0,141.447190,2.000000,3.000000,7.000000,57.500000,462.750000,1900.000000
1645907101,486,1900,15.858025,0,139.706210,2.000000,3.000000,7.000000,54.860000,459.030000,1900.000000
1645907131,492,1900,15.680894,0,138.859164,2.000000,3.000000,7.000000,53.540000,457.170000,1900.000000
1645907161,504,1900,15.339286,0,137.210284,2.000000,3.000000,7.000000,51.800000,438.200000,1900.000000
1645907191,510,1900,15.174510,0,136.407568,2.000000,3.000000,7.000000,51.560000,418.040000,1900.000000
1645907221,522,1900,14.858238,0,134.843333,2.000000,3.000000,7.000000,51.080000,377.720000,1900.000000
1645907251,528,1900,14.704545,0,134.081215,2.000000,3.000000,7.000000,50.840000,357.560000,1900.000000
1645907281,540,1900,14.400000,0,132.595690,2.000000,2.750000,6.950000,50.360000,317.240000,1900.000000
1645907311,546,1900,14.254579,0,131.871021,2.000000,2.000000,6.650000,50.120000,297.080000,1900.000000
1645907341,558,1900,13.969534,0,130.456982,2.000000,2.000000,6.050000,46.400000,256.760000,1900.000000
1645907371,564,1900,13.831560,0,129.766801,2.000000,2.000000,6.000000,44.000000,236.600000,1900.000000
1645907401,576,1900,13.569444,0,128.418184,2.000000,2.000000,6.000000,39.200000,196.280000,1900.000000
1645907431,582,1900,13.439863,0,127.759694,2.000000,2.000000,6.000000,36.800000,176.120000,1900.000000
1645907461,594,1900,13.191919,0,126.472228,2.000000,2.000000,6.000000,32.000000,135.800000,1900.000000
1645907491,600,1900,13.070000,0,125.843074,2.000000,2.000000,6.000000,29.880000,118.550000,1900.000000
1645907521,612,1900,12.833333,0,124.612427,2.000000,2.000000,6.000000,28.440000,113.150000,1900.000000
1645907551,618,1900,12.718447,0,124.010489,2.000000,2.000000,6.000000,27.720000,110.450000,1900.000000
1645907581,630,1900,12.496825,0,122.832182,2.000000,2.000000,6.000000,26.280000,105.050000,1900.000000
1645907611,636,1900,12.386792,0,122.255708,2.000000,2.000000,6.000000,25.560000,102.350000,1900.000000
1645907641,648,1900,12.175926,0,121.126398,2.000000,2.000000,5.550000,24.120000,96.950000,1900.000000
1645907671,654,1900,12.074924,0,120.573218,2.000000,2.000000,5.250000,22.600000,94.250000,1900.000000
1645907701,666,1900,11.878378,0,119.489221,2.000000,2.000000,5.000000,19.240000,88.850000,1900.000000
1645907731,672,1900,11.784226,0,118.957943,2.000000,2.000000,5.000000,17.560000,86.150000,1900.000000
1645907761,684,1900,11.595029,0,117.916818,2.000000,2.000000,5.000000,14.200000,80.750000,1900.000000
1645907791,690,1900,11.502899,0,117.406397,2.000000,2.000000,5.000000,12.520000,78.050000,1900.000000
1645907821,702,1900,11.323362,0,116.405127,2.000000,2.000000,5.000000,9.940000,74.000000,1900.000000
1645907851,708,1900,11.234463,0,115.914134,2.000000,2.000000,5.000000,9.820000,74.000000,1900.000000
1645907881,720,1900,11.063889,0,114.950247,2.000000,2.000000,5.000000,9.580000,74.000000,1900.000000
1645907911,726,1900,10.982094,0,114.477119,2.000000,2.000000,5.000000,9.460000,74.000000,1900.000000
1645907941,738,1900,10.819783,0,113.548375,2.000000,2.000000,5.000000,9.220000,74.000000,1900.000000
1645907971,744,1900,10.741935,0,113.092278,2.000000,2.000000,4.750000,9.100000,74.000000,1900.000000
1645908001,756,1900,10.587302,0,112.196547,2.000000,2.000000,4.150000,9.000000,74.000000,1900.000000
1645908031,762,1900,10.511811,0,111.756590,2.000000,2.000000,4.000000,9.000000,74.000000,1900.000000
1645908061,774,1900,10.369509,0,110.891567,2.000000,2.000000,4.000000,9.000000,74.000000,1900.000000
