t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1646895242,359,518,23.587744,1,44.842960,8.000000,21.000000,87.000000,141.800000,219.200000,518.000000
1646895272,374,518,23.633690,1,44.210950,8.000000,22.000000,86.250000,141.500000,198.500000,518.000000
1646895302,375,518,23.586667,1,44.161194,8.000000,22.000000,86.200000,141.480000,197.120000,518.000000
1646895332,377,518,23.509284,1,44.056607,8.000000,21.500000,86.100000,141.440000,194.360000,518.000000
1646895362,378,518,23.465608,1,44.006331,8.000000,21.250000,86.050000,141.420000,192.980000,518.000000
1646895392,380,518,23.373684,1,43.908304,8.000000,21.000000,85.800000,141.380000,190.220000,518.000000
1646895422,381,518,23.328084,1,43.859524,8.000000,21.000000,85.600000,141.360000,188.840000,518.000000
1646895452,383,518,23.229765,1,43.765671,8.000000,21.000000,85.200000,141.320000,186.080000,518.000000
1646895482,384,518,23.184896,1,43.717341,8.000000,21.000000,85.000000,141.300000,184.700000,518.000000
1646895512,386,518,23.090674,1,43.623234,8.000000,21.000000,84.600000,141.260000,181.940000,518.000000
1646895542,387,518,23.046512,1,43.575352,8.000000,21.000000,84.400000,141.240000,180.560000,518.000000
1646895572,389,518,22.956298,1,43.481074,8.000000,20.000000,84.000000,141.200000,177.800000,518.000000
1646895602,390,518,22.912821,1,43.433637,8.000000,19.500000,83.800000,141.180000,176.420000,518.000000
1646895632,392,518,22.821429,1,43.341253,8.000000,19.000000,83.400000,141.140000,173.660000,518.000000
1646895662,393,518,22.778626,1,43.294251,8.000000,19.000000,83.200000,141.120000,172.280000,518.000000
1646895692,395,518,22.688608,1,43.202707,8.000000,19.000000,82.800000,141.080000,169.520000,518.000000
1646895722,396,518,22.646465,1,43.156134,8.000000,19.000000,82.600000,141.060000,168.140000,518.000000
1646895752,398,518,22.557789,1,43.065417,8.000000,19.000000,82.200000,141.020000,165.380000,518.000000
1646895782,399,518,22.521303,1,43.017455,8.000000,19.000000,82.000000,141.000000,164.000000,518.000000
1646895812,400,518,22.477500,1,42.972445,8.000000,19.000000,82.000000,140.760000,163.890000,518.000000
1646895842,402,518,22.400498,1,42.879071,8.000000,19.000000,82.000000,140.280000,163.670000,518.000000
1646895872,403,518,22.359801,1,42.833498,8.000000,19.000000,82.000000,140.040000,163.560000,518.000000
1646895902,405,518,22.274074,1,42.744711,8.000000,19.000000,82.000000,139.560000,163.340000,518.000000
1646895932,406,518,22.231527,1,42.700514,8.000000,19.000000,82.000000,139.320000,163.230000,518.000000
1646895962,408,518,22.147059,1,42.612510,8.000000,18.500000,82.000000,138.840000,163.010000,518.000000
1646895992,409,518,22.105134,1,42.568701,8.000000,18.000000,82.000000,138.600000,162.900000,518.000000
1646896022,411,518,22.026764,1,42.479628,8.000000,17.000000,82.000000,138.120000,162.680000,518.000000
1646896052,412,518,21.985437,1,42.436210,8.000000,17.000000,82.000000,137.880000,162.570000,518.000000
1646896082,414,518,21.903382,1,42.349753,8.000000,17.000000,82.000000,137.400000,162.350000,518.000000
1646896112,415,518,21.862651,1,42.306712,8.000000,17.000000,82.000000,137.160000,162.240000,518.000000
1646896384,417,518,21.793765,1,42.216596,8.000000,17.000000,82.000000,136.680000,162.020000,518.000000
1646896414,419,518,21.718377,1,42.129635,7.000000,17.000000,82.000000,136.200000,161.800000,518.000000
1646896444,420,518,21.678571,1,42.087238,7.000000,17.000000,81.950000,135.960000,161.690000,518.000000
1646896474,422,518,21.599526,1,42.002865,7.000000,17.000000,81.850000,135.480000,161.470000,518.000000
1646896504,423,518,21.560284,1,41.960832,7.000000,17.000000,81.800000,135.240000,161.360000,518.000000
1646896534,425,518,21.482353,1,41.877126,7.000000,17.000000,81.700000,134.760000,161.140000,518.000000
1646896564,426,518,21.441315,1,41.836405,7.000000,17.000000,81.650000,134.520000,161.030000,518.000000
1646896594,428,518,21.371495,1,41.750904,7.000000,16.750000,81.550000,134.040000,160.810000,518.000000
1646896624,429,518,21.340326,1,41.707098,7.000000,16.500000,81.500000,133.800000,160.700000,518.000000
1646896654,431,518,21.266821,1,41.623962,7.000000,16.000000,81.400000,133.320000,160.480000,518.000000
1646896684,432,518,21.231481,1,41.582134,7.000000,16.000000,81.350000,133.080000,160.370000,518.000000
1646896714,442,574,22.113122,0,48.876826,7.000000,16.000000,81.850000,141.140000,242.660000,574.000000
1646896980,11,1326,287.909091,34,510.000285,74.000000,92.000000,1326.000000,1326.000000,1326.000000,1326.000000
1646897011,16,1326,208.750000,24,433.786046,44.500000,86.250000,1326.000000,1326.000000,1326.000000,1326.000000
1646897041,18,1326,187.555556,18,412.113665,40.000000,80.750000,1326.000000,1326.000000,1326.000000,1326.000000
1646897071,26,1326,147.884615,5,347.343787,37.000000,80.750000,1320.750000,1326.000000,1326.000000,1326.000000
1646897101,29,1326,133.482759,4,331.035348,34.000000,76.000000,1318.500000,1326.000000,1326.000000,1326.000000
1646897131,34,1326,115.882353,4,307.954617,27.000000,65.000000,1314.750000,1326.000000,1326.000000,1326.000000
1646897161,37,1326,107.459459,4,296.246762,24.000000,57.500000,1312.500000,1326.000000,1326.000000,1326.000000
1646897191,41,1326,98.219512,4,282.481638,18.000000,50.000000,1197.300000,1326.000000,1326.000000,1326.000000
1646897221,43,1326,94.232558,4,276.278486,18.000000,47.000000,1083.600000,1326.000000,1326.000000,1326.000000
1646897251,47,1326,87.276596,4,264.998417,17.000000,42.000000,856.200000,1326.000000,1326.000000,1326.000000
1646897281,49,1326,84.326531,4,259.820963,17.000000,40.000000,742.500000,1326.000000,1326.000000,1326.000000
1646897311,53,1326,78.924528,4,250.357963,16.000000,37.000000,515.100000,1324.800000,1326.000000,1326.000000
1646897341,55,1326,76.436364,4,246.017823,16.000000,36.000000,401.400000,1324.200000,1326.000000,1326.000000
1646897371,60,1326,74.800000,3,236.044293,16.000000,37.500000,174.000000,1322.700000,1326.000000,1326.000000
1646897401,62,1326,72.725806,3,232.424863,15.500000,36.500000,174.000000,1322.100000,1326.000000,1326.000000
1646897431,66,1326,68.954545,3,225.656474,15.000000,34.500000,174.000000,1320.900000,1326.000000,1326.000000
1646897461,68,1326,67.205882,3,222.493237,15.000000,33.750000,174.000000,1320.300000,1326.000000,1326.000000
1646897491,72,1326,64.138889,3,216.510307,15.000000,31.750000,174.000000,1319.100000,1326.000000,1326.000000
1646897521,74,1326,62.729730,3,213.693501,14.500000,29.250000,174.000000,1318.500000,1326.000000,1326.000000
1646897551,78,1326,59.871795,3,208.436689,14.000000,26.500000,174.000000,1317.300000,1326.000000,1326.000000
1646897581,80,1326,58.562500,3,205.945786,14.000000,25.500000,171.750000,1316.700000,1326.000000,1326.000000
1646897611,86,1326,55.104651,2,198.954268,13.000000,20.250000,158.250000,1314.900000,1326.000000,1326.000000
1646897641,88,1326,54.045455,2,196.778182,13.000000,18.750000,153.750000,1314.300000,1326.000000,1326.000000
1646897671,92,1326,52.065217,2,192.631391,13.000000,18.000000,144.750000,1313.100000,1326.000000,1326.000000
1646897701,98,1326,49.255102,1,186.907679,12.000000,17.250000,131.250000,1311.300000,1326.000000,1326.000000
1646897731,111,1326,45.423423,1,176.109395,11.000000,17.000000,128.400000,1038.120000,1324.200000,1326.000000
1646897761,125,1326,41.256000,1,166.293314,11.000000,16.000000,123.200000,719.760000,1322.100000,1326.000000
1646897791,129,1326,40.170543,1,163.787788,11.000000,16.000000,120.000000,628.800000,1321.500000,1326.000000
1646897821,138,1326,38.818841,1,158.575697,10.500000,16.000000,112.800000,424.140000,1320.150000,1326.000000
1646897851,142,1326,37.950704,1,156.394089,10.000000,16.000000,109.300000,333.180000,1319.550000,1326.000000
1646897881,145,1326,37.337931,1,154.815761,10.000000,15.500000,106.600000,264.960000,1319.100000,1326.000000
1646897911,149,1326,36.516779,1,152.789937,10.000000,15.000000,103.000000,174.000000,1318.500000,1326.000000
1646897941,151,1326,36.125828,1,151.805723,10.000000,15.000000,101.200000,174.000000,1318.200000,1326.000000
1646897971,155,1326,35.374194,1,149.892955,10.000000,15.000000,97.600000,174.000000,1317.600000,1326.000000
1646898001,157,1326,35.006369,1,148.964438,10.000000,15.000000,95.800000,174.000000,1317.300000,1326.000000
1646898031,161,1326,34.298137,1,147.158114,10.000000,15.000000,93.800000,174.000000,1316.700000,1326.000000
1646898061,163,1326,33.963190,1,146.277974,10.000000,15.000000,93.600000,174.000000,1316.400000,1326.000000
1646898091,167,1326,33.335329,1,144.560764,10.000000,15.000000,93.200000,174.000000,1315.800000,1326.000000
1646898121,169,1326,33.029586,1,143.725036,9.000000,15.000000,93.000000,174.000000,1315.500000,1326.000000
1646898151,173,1326,32.445087,1,142.095381,9.000000,14.500000,92.600000,174.000000,1314.900000,1326.000000
1646898181,175,1326,32.422857,1,141.276624,9.000000,15.000000,92.400000,174.000000,1314.600000,1326.000000
1646898211,179,1326,31.921788,1,139.720486,9.000000,15.000000,92.000000,174.000000,1314.000000,1326.000000
1646898241,181,1326,31.651934,1,138.965685,9.000000,15.000000,91.700000,174.000000,1313.700000,1326.000000
1646898271,185,1326,31.113514,1,137.494913,9.000000,14.500000,91.100000,174.000000,1313.100000,1326.000000
1646898301,188,1326,30.968085,1,136.418862,9.000000,14.750000,90.650000,174.000000,1312.650000,1326.000000
1646898332,193,1326,30.300518,1,134.693838,9.000000,14.000000,89.900000,174.000000,1311.900000,1326.000000
1646898362,195,1326,30.051282,1,134.020222,9.000000,14.000000,89.600000,174.000000,1311.600000,1326.000000
1646898392,197,1326,29.812183,1,133.355709,9.000000,14.000000,89.300000,174.000000,1311.300000,1326.000000
1646898422,201,1326,29.333333,1,132.058560,9.000000,14.000000,87.900000,172.200000,1288.260000,1326.000000
1646898452,203,1326,29.103448,1,131.423524,9.000000,14.000000,86.800000,170.400000,1265.520000,1326.000000
1646898482,207,1326,28.652174,1,130.181258,9.000000,14.000000,84.600000,166.800000,1220.040000,1326.000000
1646898512,209,1326,28.444976,1,129.571142,9.000000,14.000000,83.500000,165.000000,1197.300000,1326.000000
1646898542,218,1326,27.958716,1,127.063586,8.000000,13.250000,89.150000,156.900000,1094.970000,1326.000000
1646898572,220,1326,27.745455,1,126.501751,8.000000,13.000000,88.450000,155.100000,1072.230000,1326.000000
1646898602,224,1326,27.334821,1,125.399271,8.000000,13.000000,86.250000,151.500000,1026.750000,1326.000000
1646898632,226,1326,27.141593,1,124.857527,8.000000,13.000000,85.150000,149.700000,1004.010000,1326.000000
1646898662,230,1326,26.765217,1,123.794754,8.000000,13.000000,82.950000,146.100000,958.530000,1326.000000
1646898692,232,1326,26.594828,1,123.271283,8.000000,13.000000,81.850000,144.300000,935.790000,1326.000000
1646898722,237,1326,26.168776,1,121.993631,8.000000,13.000000,79.100000,139.800000,878.940000,1326.000000
1646898752,239,1326,25.995816,1,121.494631,8.000000,13.000000,78.000000,138.000000,856.200000,1326.000000
1646898782,243,1326,25.662551,1,120.514056,8.000000,12.000000,77.200000,134.400000,810.720000,1326.000000
1646898812,246,1326,25.552846,1,119.790784,8.000000,12.250000,76.600000,131.700000,776.610000,1326.000000
1646898842,250,1326,25.256000,1,118.847775,8.000000,12.000000,75.800000,128.980000,731.130000,1326.000000
1646898872,252,1326,25.103175,1,118.385846,8.000000,12.000000,75.400000,128.940000,708.390000,1326.000000
1646898902,256,1326,24.812500,1,117.476489,8.000000,12.000000,74.600000,128.860000,662.910000,1326.000000
1646898932,258,1326,24.655039,1,117.032110,8.000000,12.000000,74.200000,128.820000,640.170000,1326.000000
1646898962,262,1326,24.385496,1,116.152134,8.000000,12.000000,72.200000,128.740000,594.690000,1326.000000
1646898992,264,1326,24.246212,1,115.720671,8.000000,12.000000,71.000000,128.700000,571.950000,1326.000000
1646899022,269,1326,23.895911,1,114.664942,8.000000,11.500000,68.000000,128.600000,515.100000,1326.000000
1646899052,273,1326,23.597070,1,113.845575,8.000000,11.000000,65.600000,128.520000,469.620000,1326.000000
1646899082,277,1326,23.342960,1,113.037194,8.000000,11.000000,63.200000,128.440000,424.140000,1326.000000
1646899112,279,1326,23.218638,1,112.639421,8.000000,11.000000,62.000000,128.400000,401.400000,1326.000000
1646899142,283,1326,22.971731,1,111.856826,7.000000,11.000000,60.200000,128.320000,355.920000,1326.000000
1646899172,287,1326,22.707317,1,111.094797,7.000000,11.000000,58.400000,128.240000,310.440000,1326.000000
1646899202,291,1326,22.460481,1,110.345856,7.000000,11.000000,56.600000,128.160000,264.960000,1326.000000
1646899232,293,1326,22.337884,1,109.977295,7.000000,11.000000,55.700000,128.120000,242.220000,1326.000000
1646899262,299,1326,21.959866,1,108.896995,7.000000,11.000000,53.000000,128.000000,174.000000,1326.000000
1646899292,310,1326,21.477419,1,106.977016,7.000000,11.000000,52.450000,124.480000,174.000000,1326.000000
1646899322,315,1326,21.228571,1,106.140538,7.000000,11.000000,52.200000,122.880000,174.000000,1326.000000
1646899352,319,1326,21.000000,1,105.490677,7.000000,11.000000,52.000000,121.600000,174.000000,1326.000000
1646899382,323,1326,20.829721,1,104.844541,7.000000,10.000000,51.000000,120.320000,174.000000,1326.000000
1646899412,327,1326,20.785933,1,104.228410,7.000000,10.000000,52.600000,119.040000,174.000000,1326.000000
1646899442,333,1326,20.489489,1,103.305944,7.000000,10.000000,52.300000,117.120000,174.000000,1326.000000
1646899472,347,1326,20.363112,1,101.242316,7.000000,11.000000,50.000000,112.640000,174.000000,1326.000000
1646899502,365,1326,20.038356,1,98.773877,7.000000,11.000000,49.100000,112.000000,174.000000,1326.000000
1646899532,367,1326,19.967302,1,98.508350,7.000000,11.000000,48.800000,112.000000,174.000000,1326.000000
1646899562,371,1326,19.819407,1,97.984760,7.000000,10.000000,48.200000,112.000000,174.000000,1326.000000
1646899592,373,1326,19.739946,1,97.727014,7.000000,10.000000,47.900000,112.000000,174.000000,1326.000000
1646899622,377,1326,19.586207,1,97.217176,7.000000,10.000000,47.300000,112.000000,174.000000,1326.000000
1646899652,379,1326,19.509235,1,96.965421,7.000000,10.000000,47.000000,112.000000,174.000000,1326.000000
1646899682,383,1326,19.373368,1,96.465516,7.000000,10.000000,46.400000,112.000000,174.000000,1326.000000
1646899712,385,1326,19.298701,1,96.219539,7.000000,10.000000,46.100000,112.000000,174.000000,1326.000000
1646899742,389,1326,19.151671,1,95.733200,7.000000,10.000000,45.500000,112.000000,174.000000,1326.000000
1646899772,391,1326,19.086957,1,95.491697,7.000000,10.000000,45.200000,112.000000,174.000000,1326.000000
1646899802,395,1326,18.949367,1,95.015508,7.000000,10.000000,44.600000,112.000000,174.000000,1326.000000
1646899832,397,1326,18.881612,1,94.780227,7.000000,10.000000,44.300000,112.000000,174.000000,1326.000000
1646899862,401,1326,18.738155,1,94.316005,7.000000,10.000000,43.900000,111.280000,173.100000,1326.000000
1646899892,403,1326,18.677419,1,94.085042,7.000000,10.000000,43.800000,110.560000,172.200000,1326.000000
1646899922,407,1326,18.550369,1,93.629244,7.000000,10.000000,43.600000,109.120000,170.400000,1326.000000
1646899952,409,1326,18.486553,1,93.403985,7.000000,10.000000,43.500000,108.400000,169.500000,1326.000000
1646899982,415,1326,18.407229,1,92.741370,7.000000,10.000000,43.200000,106.240000,166.800000,1326.000000
1646900012,419,1326,18.264916,1,92.308325,7.000000,10.000000,43.000000,104.800000,165.000000,1326.000000
1646900042,423,1326,18.148936,1,91.877515,7.000000,10.000000,42.800000,103.360000,163.200000,1326.000000
1646900072,427,1326,18.128806,1,91.463145,7.000000,10.000000,43.600000,101.920000,161.400000,1326.000000
1646900102,431,1326,18.013921,1,91.044532,7.000000,10.000000,43.400000,100.480000,159.600000,1326.000000
1646900132,433,1326,17.951501,1,90.838175,7.000000,10.000000,43.300000,99.760000,158.700000,1326.000000
1646900162,437,1326,17.842105,1,90.427833,7.000000,10.000000,43.100000,98.320000,156.900000,1326.000000
1646900192,440,1326,17.843182,1,90.132150,7.000000,10.000000,43.950000,97.240000,155.550000,1326.000000
1646900222,445,1326,17.685393,1,89.635598,7.000000,10.000000,43.700000,95.440000,153.300000,1326.000000
1646900252,447,1326,17.633110,1,89.437804,7.000000,10.000000,43.600000,94.720000,152.400000,1326.000000
1646900282,457,1326,17.361050,1,88.471219,7.000000,9.000000,43.100000,93.680000,147.900000,1326.000000
1646900312,459,1326,17.307190,1,88.281627,7.000000,9.000000,43.000000,93.600000,147.000000,1326.000000
1646900342,463,1326,17.203024,1,87.905756,7.000000,9.000000,42.800000,93.440000,145.200000,1326.000000
1646900372,465,1326,17.146237,1,87.720388,7.000000,9.000000,42.700000,93.360000,144.300000,1326.000000
1646900402,469,1326,17.034115,1,87.353118,7.000000,9.000000,42.500000,93.200000,142.500000,1326.000000
1646900432,471,1326,16.991507,1,87.169509,7.000000,9.000000,42.400000,93.120000,141.600000,1326.000000
1646900462,475,1326,16.898947,1,86.806871,7.000000,9.000000,42.200000,92.960000,139.800000,1326.000000
1646900492,477,1326,16.853249,1,86.627204,7.000000,9.000000,42.100000,92.880000,138.900000,1326.000000
1646900522,481,1326,16.750520,1,86.272824,7.000000,9.000000,41.800000,92.720000,137.100000,1326.000000
1646900552,483,1326,16.703934,1,86.096692,6.000000,9.000000,41.600000,92.640000,136.200000,1326.000000
1646900582,487,1326,16.609856,1,85.747930,6.000000,9.000000,41.200000,92.480000,134.400000,1326.000000
1646900612,489,1326,16.572597,1,85.574070,6.000000,9.000000,41.000000,92.400000,133.500000,1326.000000
1646900642,493,1326,16.482759,1,85.231358,6.000000,9.000000,40.600000,92.240000,131.700000,1326.000000
1646900672,495,1326,16.438384,1,85.061515,6.000000,9.000000,40.400000,92.160000,130.800000,1326.000000
1646900702,501,1326,16.359281,1,84.561118,6.000000,9.000000,39.900000,91.880000,128.980000,1326.000000
1646900732,512,1326,16.646484,1,83.756742,6.000000,9.000000,45.700000,91.220000,128.870000,1326.000000
1646900762,522,1326,16.954023,1,83.035257,6.000000,9.000000,49.700000,90.620000,128.770000,1326.000000
1646900792,529,1326,16.869565,1,82.500046,6.000000,9.000000,49.000000,90.200000,128.700000,1326.000000
1646900822,533,1326,16.787992,1,82.194696,6.000000,9.000000,48.600000,89.960000,128.660000,1326.000000
1646900852,540,1326,16.737037,1,81.685612,6.000000,9.000000,49.900000,89.540000,128.590000,1326.000000
1646900882,557,1326,16.520646,1,80.479465,6.000000,9.000000,50.100000,87.240000,128.420000,1326.000000
1646900913,559,1326,16.477639,1,80.338324,6.000000,9.000000,50.000000,86.800000,128.400000,1326.000000
1646900943,565,1326,16.336283,1,79.921638,6.000000,9.000000,50.000000,85.480000,128.340000,1326.000000
1646900973,569,1326,16.246046,1,79.647259,6.000000,9.000000,50.000000,84.600000,128.300000,1326.000000
1646901003,573,1326,16.164049,1,79.374352,6.000000,9.000000,50.000000,83.720000,128.260000,1326.000000
1646901033,575,1326,16.125217,1,79.238701,6.000000,9.000000,50.000000,83.280000,128.240000,1326.000000
1646901063,579,1326,16.055268,1,78.968526,6.000000,9.000000,50.000000,82.400000,128.200000,1326.000000
1646901093,581,1326,16.020654,1,78.834481,6.000000,9.000000,49.800000,81.960000,128.180000,1326.000000
1646901123,585,1326,15.947009,1,78.569110,6.000000,9.000000,49.400000,81.080000,128.140000,1326.000000
1646901153,587,1326,15.911414,1,78.437290,6.000000,9.000000,49.200000,80.640000,128.120000,1326.000000
1646901183,591,1326,15.839255,1,78.175918,6.000000,9.000000,48.800000,79.760000,128.080000,1326.000000
1646901213,597,1326,15.725293,1,77.789974,6.000000,9.000000,48.200000,78.440000,128.020000,1326.000000
1646901243,605,1326,15.555372,1,77.287408,6.000000,9.000000,48.000000,77.520000,127.040000,1326.000000
1646901273,607,1326,15.515651,1,77.162868,6.000000,9.000000,48.000000,77.360000,126.720000,1326.000000
1646901303,613,1326,15.398042,1,76.793085,6.000000,8.500000,48.000000,76.880000,125.760000,1326.000000
1646901333,617,1326,15.333874,1,76.548423,6.000000,8.500000,48.000000,76.560000,125.120000,1326.000000
1646901363,621,1326,15.275362,1,76.304630,6.000000,8.000000,47.900000,76.240000,124.480000,1326.000000
1646901393,623,1326,15.247191,1,76.183481,6.000000,8.000000,47.800000,76.080000,124.160000,1326.000000
1646901423,627,1326,15.185008,1,75.943717,6.000000,8.000000,47.600000,75.760000,123.520000,1326.000000
1646901453,629,1326,15.151033,1,75.825086,6.000000,8.000000,47.500000,75.600000,123.200000,1326.000000
1646901483,633,1326,15.093207,1,75.588257,6.000000,8.000000,47.300000,75.280000,122.560000,1326.000000
1646901513,635,1326,15.062992,1,75.470861,6.000000,8.000000,47.200000,75.120000,122.240000,1326.000000
1646901543,639,1326,15.007825,1,75.237127,6.000000,8.000000,47.000000,74.800000,121.600000,1326.000000
1646901573,641,1326,14.979719,1,75.121181,6.000000,8.000000,47.000000,74.640000,121.280000,1326.000000
1646901603,645,1326,14.922481,1,74.891102,6.000000,8.000000,47.000000,74.320000,120.640000,1326.000000
1646901633,649,1326,14.909091,1,74.671664,6.000000,8.000000,47.000000,74.000000,120.000000,1326.000000
1646901663,653,1326,14.848392,1,74.446300,6.000000,8.000000,47.000000,73.200000,119.360000,1326.000000
1646901693,656,1326,14.792683,1,74.280218,6.000000,8.000000,47.000000,72.600000,118.880000,1326.000000
1646901723,660,1326,14.730303,1,74.058768,6.000000,8.000000,47.000000,71.800000,118.240000,1326.000000
1646901753,662,1326,14.700906,1,73.948594,6.000000,8.000000,47.000000,71.400000,117.920000,1326.000000
1646901783,666,1326,14.642643,1,73.729672,6.000000,8.000000,47.000000,70.600000,117.280000,1326.000000
1646901813,669,1326,14.662182,1,73.575633,6.000000,8.000000,47.000000,70.000000,116.800000,1326.000000
1646901843,673,1326,14.606241,1,73.359911,6.000000,8.000000,47.000000,69.200000,116.160000,1326.000000
1646901873,675,1326,14.583704,1,73.252156,6.000000,8.000000,47.000000,68.800000,115.840000,1326.000000
1646901903,679,1326,14.528719,1,73.039259,6.000000,8.000000,47.000000,68.000000,115.200000,1326.000000
1646901933,681,1326,14.503671,1,72.933231,6.000000,8.000000,46.900000,67.600000,114.880000,1326.000000
1647095010,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1647095040,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095070,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095101,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095131,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095161,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095191,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095221,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095251,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095281,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095311,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095341,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095371,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095401,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095431,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095461,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095491,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095521,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095551,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095581,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095611,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095641,6,51,33.500000,18,13.457340,34.500000,45.000000,51.000000,51.000000,51.000000,51.000000
1647095671,15,189,40.600000,2,45.262410,28.000000,46.000000,189.000000,189.000000,189.000000,189.000000
1647095701,17,189,36.588235,2,43.827872,21.000000,45.500000,189.000000,189.000000,189.000000,189.000000
1647095731,18,189,34.944444,2,43.087424,20.500000,45.250000,189.000000,189.000000,189.000000,189.000000
1647095761,20,189,32.000000,2,41.752403,19.000000,44.500000,183.100000,189.000000,189.000000,189.000000
1647095791,21,189,30.714286,2,41.119512,18.000000,44.000000,177.200000,189.000000,189.000000,189.000000
1647095821,23,189,30.826087,2,40.043899,18.000000,45.000000,165.400000,189.000000,189.000000,189.000000
1647095851,24,189,29.750000,2,39.516920,17.000000,44.500000,159.500000,189.000000,189.000000,189.000000
1647095881,26,189,27.884615,2,38.472148,13.000000,43.500000,147.700000,189.000000,189.000000,189.000000
1647095911,27,189,27.000000,2,38.004048,10.000000,43.000000,141.800000,189.000000,189.000000,189.000000
1647095941,29,189,25.482759,2,37.058468,8.000000,42.000000,130.000000,189.000000,189.000000,189.000000
1647095971,30,189,24.800000,2,36.605445,7.500000,41.500000,124.100000,189.000000,189.000000,189.000000
1647096001,32,189,23.750000,2,35.659682,7.500000,37.750000,112.300000,189.000000,189.000000,189.000000
1647096031,33,189,23.151515,2,35.266061,7.000000,34.500000,106.400000,189.000000,189.000000,189.000000
1647096061,34,189,22.588235,2,34.882589,7.000000,31.250000,100.500000,189.000000,189.000000,189.000000
1647096091,36,189,21.583333,2,34.131155,6.500000,26.250000,88.700000,189.000000,189.000000,189.000000
1647096121,37,189,21.135135,2,33.764019,6.000000,24.500000,82.800000,189.000000,189.000000,189.000000
1647096151,39,189,20.282051,2,33.073243,6.000000,21.000000,71.000000,189.000000,189.000000,189.000000
1647096181,40,189,19.875000,2,32.747822,6.000000,20.750000,70.400000,189.000000,189.000000,189.000000
1647096211,42,189,19.119048,2,32.121873,5.500000,20.250000,69.200000,189.000000,189.000000,189.000000
1647096241,43,189,18.767442,2,31.820806,5.000000,20.000000,68.600000,189.000000,189.000000,189.000000
1647096271,45,189,18.111111,2,31.241160,5.000000,19.000000,67.400000,189.000000,189.000000,189.000000
1647096301,46,189,17.804348,2,30.962070,5.000000,18.500000,66.800000,189.000000,189.000000,189.000000
1647096331,48,189,17.229167,2,30.424122,5.000000,17.500000,65.600000,189.000000,189.000000,189.000000
1647096361,49,189,16.959184,2,30.164797,5.000000,17.000000,65.000000,189.000000,189.000000,189.000000
1647096391,51,189,16.450980,2,29.664331,5.000000,16.000000,63.800000,184.280000,189.000000,189.000000
1647096421,52,189,16.211538,2,29.422771,5.000000,15.000000,63.200000,181.920000,189.000000,189.000000
1647096451,54,189,15.759259,2,28.956008,5.000000,13.000000,62.000000,177.200000,189.000000,189.000000
1647096481,55,189,15.545455,2,28.730432,5.000000,12.000000,61.400000,174.840000,189.000000,189.000000
1647096511,57,189,15.105263,2,28.308684,5.000000,11.000000,60.200000,170.120000,189.000000,189.000000
1647096541,58,189,14.913793,2,28.097128,5.000000,10.500000,59.600000,167.760000,189.000000,189.000000
1647096571,60,189,14.533333,2,27.694132,5.000000,9.500000,58.600000,163.040000,189.000000,189.000000
1647096601,61,189,14.360656,2,27.495474,5.000000,9.000000,58.200000,160.680000,189.000000,189.000000
1647096631,63,189,14.126984,2,27.084987,5.000000,10.000000,57.400000,155.960000,189.000000,189.000000
1647096661,64,189,13.953125,2,26.905142,5.000000,9.500000,57.000000,153.600000,189.000000,189.000000
1647096691,66,189,13.636364,2,26.549597,4.500000,8.500000,56.200000,148.880000,189.000000,189.000000
